StNo,Station,Passgrs,Latit,Longit,RailCo,Line
1,あざみ野,209875,35.56846,139.55387,東京急行電鉄,田園都市線
2,お台場海浜公園,16130,35.629805000000005,139.77853,ゆりかもめ,東京臨海新交通臨海線
3,お花茶屋,30429,35.747614999999996,139.83988499999998,京成電鉄,本線
4,くぬぎ山,7098,35.78233,139.975675,新京成電鉄,新京成線
5,さいたま新都心,80502,35.893595,139.63389999999998,東日本旅客鉄道,東北線
6,せんげん台,60821,35.935955,139.774595,東武鉄道,伊勢崎線
7,たまプラーザ,75967,35.577569999999994,139.559195,東京急行電鉄,田園都市線
8,つつじヶ丘,44675,35.658,139.57519000000002,京王電鉄,京王線
9,とうきょうスカイツリー,0,35.710465,139.809395,東武鉄道,伊勢崎線
10,はるひ野,8067,35.618915,139.46443,小田急電鉄,多摩線
11,ひばりヶ丘,67456,35.7517,139.54511000000002,西武鉄道,池袋線
12,みずほ台,40451,35.8382,139.550785,東武鉄道,東上本線
13,みつわ台,3295,35.638724999999994,140.13488999999998,千葉都市モノレール,2号線
14,みどり台,6608,35.625295,140.097325,京成電鉄,千葉線
15,みなとみらい,65188,35.457674999999995,139.63246,横浜高速鉄道,みなとみらい21線
16,みのり台,8109,35.789345,139.928785,新京成電鉄,新京成線
17,スポーツセンター,4798,35.64334,140.116245,千葉都市モノレール,2号線
18,センター北,48070,35.553105,139.5782775,横浜市,4号線
19,センター南,50755,35.5453825,139.5744625,横浜市,4号線
20,テレコムセンター,12775,35.617725,139.77966500000002,ゆりかもめ,東京臨海新交通臨海線
21,ベイサイド･ステーション,15663,35.627855,139.87634500000001,舞浜リゾートライン,ディズニーリゾートライン
22,モノレール浜松町,107992,35.655745,139.75666999999999,東京モノレール,東京モノレール羽田線
23,リゾートゲートウェイ･ステーション,31424,35.63511,139.88495,舞浜リゾートライン,ディズニーリゾートライン
24,一ノ割,18311,35.964875,139.76603999999998,東武鉄道,伊勢崎線
25,一之江,37951,35.68594,139.88289,東京都,10号線新宿線
26,一橋学園,20151,35.722105,139.480065,西武鉄道,多摩湖線
27,七光台,5811,35.97085,139.85295000000002,東武鉄道,野田線
28,七里,20610,35.936490000000006,139.66601,東武鉄道,野田線
29,万願寺,3702,35.671315,139.41986,多摩都市モノレール,多摩都市モノレール線
30,三ツ沢上町,14812,35.476425,139.60587,横浜市,3号線
31,三ツ沢下町,11473,35.476485,139.61521499999998,横浜市,3号線
32,三ノ輪,35764,35.729285000000004,139.791165,東京地下鉄,2号線日比谷線
33,三ノ輪橋,4357,35.73222,139.791505,東京都,荒川線
34,三咲,12536,35.749179999999996,140.02854,新京成電鉄,新京成線
35,三河島,19526,35.733414999999994,139.776845,東日本旅客鉄道,常磐線
36,三越前,117018,35.68592,139.7729875,東京地下鉄,11号線半蔵門線
37,三軒茶屋,152232,35.64349,139.66987749999998,東京急行電鉄,田園都市線
38,三郷中央,19700,35.824484999999996,139.87837000000002,首都圏新都市鉄道,常磐新線
39,三鷹,178590,35.702685,139.560085,東日本旅客鉄道,中央線
40,三鷹台,22533,35.692049999999995,139.589295,京王電鉄,井の頭線
41,上中里,13966,35.747344999999996,139.74544500000002,東日本旅客鉄道,東北線
42,上井草,19707,35.725255,139.602955,西武鉄道,新宿線
43,上北沢,14162,35.668845000000005,139.623415,京王電鉄,京王線
44,上星川,23884,35.467330000000004,139.580435,相模鉄道,本線
45,上本郷,6909,35.78938,139.91583500000002,新京成電鉄,新京成線
46,上板橋,49164,35.763615,139.67620499999998,東武鉄道,東上本線
47,上町,11184,35.64345,139.64654000000002,東京急行電鉄,世田谷線
48,上石神井,43091,35.726195000000004,139.59229,西武鉄道,新宿線
49,上野,562173,35.71302714285714,139.77659857142856,東日本旅客鉄道,東北線
50,上野動物園東園,0,35.71588,139.76999999999998,東京都,上野懸垂線
51,上野動物園西園,0,35.714315,139.76969000000003,東京都,上野懸垂線
52,上野広小路,22280,35.70782,139.773025,東京地下鉄,3号線銀座線
53,上野御徒町,52296,35.708034999999995,139.77229499999999,東京都,12号線大江戸線
54,上野毛,21273,35.61186,139.639165,東京急行電鉄,大井町線
55,下丸子,36608,35.571325,139.68549000000002,東京急行電鉄,東急多摩川線
56,下井草,23388,35.723870000000005,139.624735,西武鉄道,新宿線
57,下北沢,268908,35.661525,139.6669575,小田急電鉄,小田原線
58,下板橋,15009,35.74539,139.71519,東武鉄道,東上本線
59,下神明,7515,35.60871,139.72631,東京急行電鉄,大井町線
60,下総中山,45770,35.714285000000004,139.94307,東日本旅客鉄道,総武線
61,下落合,10843,35.715715,139.69568,西武鉄道,新宿線
62,下赤塚,17418,35.770485,139.64485000000002,東武鉄道,東上本線
63,下高井戸,72262,35.6660275,139.64133250000003,東京急行電鉄,世田谷線
64,不動前,28519,35.62529,139.712915,東京急行電鉄,目黒線
65,与野,48598,35.884375,139.63899,東日本旅客鉄道,東北線
66,与野本町,27768,35.880925000000005,139.626005,東日本旅客鉄道,東北線（埼京線）
67,世田谷,7334,35.643495,139.65084000000002,東京急行電鉄,世田谷線
68,世田谷代田,8289,35.658355,139.66160000000002,小田急電鉄,小田原線
69,両国,103664,35.696484999999996,139.79537249999998,東日本旅客鉄道,総武線
70,中井,49967,35.7144675,139.6864775,東京都,12号線大江戸線
71,中央大学・明星大学,16505,35.641885,139.408725,多摩都市モノレール,多摩都市モノレール線
72,中延,47043,35.605447500000004,139.71307000000002,東京都,1号線浅草線
73,中村橋,37689,35.736670000000004,139.63717,西武鉄道,池袋線
74,中板橋,26527,35.756280000000004,139.694385,東武鉄道,東上本線
75,中河原,25186,35.65942,139.457015,京王電鉄,京王線
76,中浦和,24222,35.85434,139.6369,東日本旅客鉄道,東北線（埼京線）
77,中目黒,190774,35.64383,139.698505,東京地下鉄,2号線日比谷線
78,中野坂上,100262,35.69734833333333,139.68245666666667,東京都,12号線大江戸線
79,中野富士見町,17575,35.69082,139.668155,東京地下鉄,4号線丸ノ内線分岐線
80,中野島,28488,35.63002,139.55107500000003,東日本旅客鉄道,南武線
81,中野新橋,18040,35.691919999999996,139.67432,東京地下鉄,4号線丸ノ内線分岐線
82,乃木坂,38336,35.6671,139.726795,東京地下鉄,9号線千代田線
83,久が原,14430,35.579454999999996,139.68567000000002,東京急行電鉄,池上線
84,久地,26340,35.610105000000004,139.593075,東日本旅客鉄道,南武線
85,久我山,37511,35.688140000000004,139.59932500000002,京王電鉄,井の頭線
86,久米川,32325,35.749525000000006,139.472695,西武鉄道,新宿線
87,九品仏,12747,35.605375,139.66101,東京急行電鉄,大井町線
88,九段下,230111,35.69601,139.75154166666667,東京都,10号線新宿線
89,亀戸,136995,35.697517500000004,139.8263775,東武鉄道,亀戸線
90,亀戸水神,3848,35.699945,139.83339,東武鉄道,亀戸線
91,亀有,77976,35.766765,139.84807999999998,東日本旅客鉄道,常磐線
92,二俣新町,9660,35.69132,139.959555,東日本旅客鉄道,京葉線
93,二和向台,18147,35.753885,140.02373,新京成電鉄,新京成線
94,二子新地,19145,35.60696,139.62234999999998,東京急行電鉄,田園都市線
95,二子玉川,123911,35.610485,139.6256,東京急行電鉄,田園都市線
96,二重橋前,32067,35.680505,139.76178,東京地下鉄,9号線千代田線
97,五反田,423993,35.62578166666667,139.724155,東日本旅客鉄道,山手線
98,五反野,34087,35.765905000000004,139.80963,東武鉄道,伊勢崎線
99,五月台,10128,35.600229999999996,139.493385,小田急電鉄,多摩線
100,五香,30546,35.797285,139.96577000000002,新京成電鉄,新京成線
101,井の頭公園,6754,35.697295,139.58312,京王電鉄,井の頭線
102,井土ヶ谷,27082,35.433875,139.600525,京浜急行電鉄,本線
103,井荻,19456,35.724645,139.615995,西武鉄道,新宿線
104,京急川崎,114311,35.533010000000004,139.70094,京浜急行電鉄,本線
105,京急新子安,7964,35.48721999999999,139.65585,京浜急行電鉄,本線
106,京急蒲田,47473,35.56049166666667,139.72346666666667,京浜急行電鉄,本線
107,京急鶴見,28196,35.50705,139.67792,京浜急行電鉄,本線
108,京成上野,44002,35.71131,139.77351,京成電鉄,本線
109,京成中山,3628,35.71695,139.94438,京成電鉄,本線
110,京成八幡,31336,35.72386,139.92817,京成電鉄,本線
111,京成大久保,31888,35.685925,140.048605,京成電鉄,本線
112,京成大和田,12106,35.712360000000004,140.10863,京成電鉄,本線
113,京成小岩,16614,35.742215,139.883615,京成電鉄,本線
114,京成幕張,7802,35.660905,140.055805,京成電鉄,千葉線
115,京成幕張本郷,12708,35.672920000000005,140.041675,京成電鉄,千葉線
116,京成曳舟,18183,35.71864,139.82028,京成電鉄,押上線
117,京成津田沼,54144,35.68364,140.024845,新京成電鉄,新京成線
118,京成稲毛,6214,35.637249999999995,140.08571,京成電鉄,千葉線
119,京成立石,36174,35.73819,139.84816,京成電鉄,押上線
120,京成船橋,92145,35.700135,139.98547,京成電鉄,本線
121,京成西船,9181,35.711690000000004,139.958845,京成電鉄,本線
122,京成金町,23735,35.76845,139.87034999999997,京成電鉄,金町線
123,京成関屋,25054,35.743965,139.81185,京成電鉄,本線
124,京成高砂,95452,35.75087,139.86659,京成電鉄,成田空港線
125,京王よみうりランド,11486,35.632999999999996,139.51807000000002,京王電鉄,相模原線
126,京王多摩センター,81841,35.625225,139.42416500000002,京王電鉄,相模原線
127,京王多摩川,16430,35.64346999999999,139.53577,京王電鉄,相模原線
128,京王永山,41996,35.62999,139.44914,京王電鉄,相模原線
129,京王稲田堤,48824,35.633785,139.53097,京王電鉄,相模原線
130,人形町,125795,35.686395,139.7822,東京都,1号線浅草線
131,仙川,72452,35.66227,139.584935,京王電鉄,京王線
132,代々木,173871,35.68379,139.70198166666668,東日本旅客鉄道,中央線
133,代々木上原,230242,35.668594999999996,139.678995,東京地下鉄,9号線千代田線
134,代々木八幡,19682,35.66948,139.68855000000002,小田急電鉄,小田原線
135,代々木公園,22345,35.669215,139.68902500000002,東京地下鉄,9号線千代田線
136,代官山,28693,35.64825,139.70349,東京急行電鉄,東横線
137,代田橋,20438,35.671075,139.65939500000002,京王電鉄,京王線
138,仲御徒町,41973,35.706655,139.77618999999999,東京地下鉄,2号線日比谷線
139,仲木戸,18693,35.477554999999995,139.634925,京浜急行電鉄,本線
140,仲町台,30882,35.535315,139.589515,横浜市,3号線
141,伊勢佐木長者町,45780,35.4407,139.63215,横浜市,1号線
142,作草部,3484,35.62578499999999,140.11536999999998,千葉都市モノレール,2号線
143,保土ヶ谷,63864,35.44722,139.60037,東日本旅客鉄道,東海道線
144,保谷,56684,35.748225,139.56788,西武鉄道,池袋線
145,信濃町,52062,35.679874999999996,139.72213,東日本旅客鉄道,中央線
146,元住吉,61635,35.565704999999994,139.654715,東京急行電鉄,東横線
147,元町・中華街,56112,35.442305000000005,139.65073999999998,横浜高速鉄道,みなとみらい21線
148,光が丘,57846,35.75847,139.62923999999998,東京都,12号線大江戸線
149,入谷,27680,35.599765000000005,139.588395,東日本旅客鉄道,相模線
150,八丁畷,16267,35.523047500000004,139.6914125,東日本旅客鉄道,南武線
151,八千代中央,21449,35.727875,140.103305,東葉高速鉄道,東葉高速線
152,八千代台,47176,35.701355,140.09077000000002,京成電鉄,本線
153,八千代緑が丘,32582,35.728939999999994,140.073205,東葉高速鉄道,東葉高速線
154,八幡山,39627,35.670075,139.61448000000001,京王電鉄,京王線
155,八広,9792,35.72747,139.82858,京成電鉄,押上線
156,八木崎,10022,35.978575,139.7423,東武鉄道,野田線
157,八柱,44648,35.791195,139.937255,新京成電鉄,新京成線
158,八潮,32400,35.807765,139.84473500000001,首都圏新都市鉄道,常磐新線
159,六実,15719,35.793705,139.99924499999997,東武鉄道,野田線
160,六本木,221874,35.6634325,139.731215,東京都,12号線大江戸線
161,六本木一丁目,50205,35.665075,139.7389,東京地下鉄,7号線南北線
162,六町,22900,35.78478,139.82180499999998,首都圏新都市鉄道,常磐新線
163,六郷土手,14135,35.540530000000004,139.707565,京浜急行電鉄,本線
164,内幸町,36377,35.669705,139.755605,東京都,6号線三田線
165,分倍河原,162735,35.667922499999996,139.46854249999998,東日本旅客鉄道,南武線
166,初台,54153,35.68142,139.68827,京王電鉄,京王線
167,初富,5314,35.771975,140.00046,新京成電鉄,新京成線
168,初石,17507,35.883840000000006,139.91791,東武鉄道,野田線
169,前原,7483,35.700655,140.02751999999998,新京成電鉄,新京成線
170,加茂宮,5409,35.935770000000005,139.616935,埼玉新都市交通,伊奈線
171,動物公園,1314,35.64257,140.12568499999998,千葉都市モノレール,2号線
172,勝どき,84940,35.659345,139.77773000000002,東京都,12号線大江戸線
173,勝田台,52839,35.71539,140.12604499999998,京成電鉄,本線
174,北与野,16294,35.891235,139.628855,東日本旅客鉄道,東北線（埼京線）
175,北初富,4940,35.776555,139.989805,新京成電鉄,新京成線
176,北千住,1190222,35.749132,139.80495200000001,東武鉄道,伊勢崎線
177,北千束,6829,35.60628,139.69326999999998,東京急行電鉄,大井町線
178,北参道,14376,35.678605000000005,139.705395,東京地下鉄,13号線副都心線
179,北品川,7954,35.622135,139.739375,京浜急行電鉄,本線
180,北国分,7507,35.76286,139.91422,北総鉄道,北総線
181,北大宮,5790,35.91794,139.624805,東武鉄道,野田線
182,北小金,49250,35.833169999999996,139.93075,東日本旅客鉄道,常磐線
183,北府中,26980,35.680855,139.471795,東日本旅客鉄道,武蔵野線
184,北戸田,34266,35.826755000000006,139.66144500000001,東日本旅客鉄道,東北線（埼京線）
185,北新横浜,12226,35.519215,139.61284999999998,横浜市,3号線
186,北春日部,9762,35.989940000000004,139.74432,東武鉄道,伊勢崎線
187,北朝霞,126526,35.815470000000005,139.58722999999998,東日本旅客鉄道,武蔵野線
188,北松戸,41532,35.800365,139.91162500000002,東日本旅客鉄道,常磐線
189,北池袋,8520,35.740335,139.71639499999998,東武鉄道,東上本線
190,北浦和,99048,35.8722,139.64575000000002,東日本旅客鉄道,東北線
191,北綾瀬,25215,35.77689,139.83209499999998,東京地下鉄,9号線千代田線
192,北習志野,80476,35.7215975,140.04260499999998,東葉高速鉄道,東葉高速線
193,北赤羽,34590,35.786575,139.70648,東日本旅客鉄道,東北線（埼京線）
194,北越谷,52426,35.901714999999996,139.77987000000002,東武鉄道,伊勢崎線
195,千住大橋,10758,35.74241,139.79705,京成電鉄,本線
196,千川,34079,35.738175,139.6894,東京地下鉄,8号線有楽町線
197,千歳烏山,74696,35.667835,139.60037499999999,京王電鉄,京王線
198,千歳船橋,53720,35.64767500000001,139.62453,小田急電鉄,小田原線
199,千石,29201,35.727965,139.744745,東京都,6号線三田線
200,千葉みなと,42434,35.606902500000004,140.1027875,東日本旅客鉄道,京葉線
201,千葉公園,1513,35.61971,140.11798,千葉都市モノレール,2号線
202,千駄ヶ谷,40016,35.68112,139.712045,東日本旅客鉄道,中央線
203,千駄木,24884,35.726564999999994,139.76354500000002,東京地下鉄,9号線千代田線
204,千鳥町,14392,35.573,139.69142,東京急行電鉄,池上線
205,半蔵門,76411,35.685379999999995,139.741695,東京地下鉄,11号線半蔵門線
206,南与野,31224,35.867355,139.631055,東日本旅客鉄道,東北線（埼京線）
207,南千住,65756,35.733093333333336,139.7990583333333,東日本旅客鉄道,常磐線
208,南多摩,12922,35.649215,139.48954500000002,東日本旅客鉄道,南武線
209,南太田,17278,35.436890000000005,139.613635,京浜急行電鉄,本線
210,南平,10733,35.65514,139.39257500000002,京王電鉄,京王線
211,南新宿,3688,35.683440000000004,139.69851,小田急電鉄,小田原線
212,南柏,63224,35.844915,139.95470999999998,東日本旅客鉄道,常磐線
213,南流山,117016,35.8381375,139.90351249999998,東日本旅客鉄道,武蔵野線
214,南浦和,112816,35.84796,139.6687775,東日本旅客鉄道,武蔵野線
215,南砂町,58762,35.668414999999996,139.831695,東京地下鉄,5号線東西線
216,南船橋,38294,35.681665,139.9957,東日本旅客鉄道,京葉線
217,南行徳,49209,35.673225,139.90286500000002,東京地下鉄,5号線東西線
218,南越谷,134228,35.876045000000005,139.791135,東日本旅客鉄道,武蔵野線
219,南阿佐ヶ谷,22337,35.699455,139.635575,東京地下鉄,4号線丸ノ内線
220,南鳩ヶ谷,11800,35.81608,139.736095,埼玉高速鉄道,埼玉高速鉄道線
221,原宿,139500,35.67076,139.702575,東日本旅客鉄道,山手線
222,原木中山,24239,35.7033,139.941915,東京地下鉄,5号線東西線
223,参宮橋,15143,35.678605000000005,139.69358499999998,小田急電鉄,小田原線
224,反町,12818,35.474824999999996,139.62537500000002,東京急行電鉄,東横線
225,台場,24583,35.625870000000006,139.77137499999998,ゆりかもめ,東京臨海新交通臨海線
226,吉川,37454,35.876705,139.84269,東日本旅客鉄道,武蔵野線
227,吉川美南,2948,35.868087,139.85812149999998,東日本旅客鉄道,武蔵野線
228,吉祥寺,416585,35.702712500000004,139.579895,東日本旅客鉄道,中央線
229,吉野町,21186,35.435505,139.619,横浜市,1号線
230,向ヶ丘遊園,64385,35.61728,139.56461000000002,小田急電鉄,小田原線
231,向河原,30096,35.572175,139.667295,東日本旅客鉄道,南武線
232,和光市,156394,35.78835,139.612865,東武鉄道,東上本線
233,和泉多摩川,15006,35.627415,139.57371999999998,小田急電鉄,小田原線
234,和田町,15899,35.463710000000006,139.58638,相模鉄道,本線
235,品川,901705,35.62849333333333,139.73899333333333,東日本旅客鉄道,東海道線
236,品川シーサイド,41000,35.609790000000004,139.749795,東京臨海高速鉄道,りんかい線
237,喜多見,31769,35.636300000000006,139.586105,小田急電鉄,小田原線
238,四ツ木,13204,35.731715,139.834655,京成電鉄,押上線
239,四ツ谷,176208,35.68649,139.730825,東日本旅客鉄道,中央線
240,四谷,104101,35.684942500000005,139.729935,東京地下鉄,7号線南北線
241,四谷三丁目,41287,35.687835,139.719325,東京地下鉄,4号線丸ノ内線
242,国会議事堂前,36819,35.674,139.744175,東京地下鉄,9号線千代田線
243,国分寺,324039,35.70041,139.48104666666666,東日本旅客鉄道,中央線
244,国府台,11744,35.73631,139.90354,京成電鉄,本線
245,国立,104194,35.699195,139.446415,東日本旅客鉄道,中央線
246,国立競技場,10300,35.6798,139.71512,東京都,12号線大江戸線
247,国道,0,35.50077,139.67571,東日本旅客鉄道,鶴見線
248,国際展示場,59000,35.63441,139.791695,東京臨海高速鉄道,りんかい線
249,国際展示場正門,18509,35.63021,139.7913,ゆりかもめ,東京臨海新交通臨海線
250,国領,38285,35.650185,139.55843,京王電鉄,京王線
251,土呂,26742,35.931915000000004,139.632195,東日本旅客鉄道,東北線
252,地下鉄成増,45573,35.776740000000004,139.63117,東京地下鉄,8号線有楽町線
253,地下鉄赤塚,32130,35.769890000000004,139.644155,東京地下鉄,8号線有楽町線
254,堀切,3831,35.743345,139.81738,東武鉄道,伊勢崎線
255,堀切菖蒲園,19982,35.74765,139.82754,京成電鉄,本線
256,塚田,13977,35.722125,139.98290500000002,東武鉄道,野田線
257,増尾,13198,35.82982,139.97632499999997,東武鉄道,野田線
258,外苑前,75377,35.670375,139.717825,東京地下鉄,3号線銀座線
259,多摩センター,17451,35.623855,139.422785,多摩都市モノレール,多摩都市モノレール線
260,多摩動物公園,7383,35.6489875,139.40457750000002,多摩都市モノレール,多摩都市モノレール線
261,多摩川,20202,35.58965166666667,139.66869,東京急行電鉄,東急多摩川線
262,多磨,12809,35.676825,139.51715000000002,西武鉄道,多摩川線
263,多磨霊園,11546,35.66636,139.50212,京王電鉄,京王線
264,大井町,396014,35.60726666666667,139.73457833333333,東日本旅客鉄道,東海道線
265,大井競馬場前,8659,35.59503,139.74720000000002,東京モノレール,東京モノレール羽田線
266,大口,33882,35.492295,139.64633500000002,東日本旅客鉄道,横浜線
267,大和,223925,35.76160666666667,139.66531999999998,東日本旅客鉄道,水戸線
268,大塚・帝京大学,3703,35.63686,139.416445,多摩都市モノレール,多摩都市モノレール線
269,大塚駅前,8962,35.73162,139.729455,東京都,荒川線
270,大宮公園,10264,35.92388,139.63308,東武鉄道,野田線
271,大岡山,46255,35.607150000000004,139.684885,東京急行電鉄,目黒線
272,大崎,255676,35.6198475,139.72807,東日本旅客鉄道,山手線
273,大崎広小路,8387,35.622305,139.722355,東京急行電鉄,池上線
274,大川,0,35.495405,139.71138,東日本旅客鉄道,鶴見線
275,大師前,13400,35.77895,139.781655,東武鉄道,大師線
276,大森海岸,13433,35.58708,139.73525,京浜急行電鉄,本線
277,大森町,17743,35.5725,139.73201,京浜急行電鉄,本線
278,大泉学園,82786,35.749584999999996,139.58619,西武鉄道,池袋線
279,大神宮下,3960,35.693805,139.99146,京成電鉄,本線
280,大袋,17529,35.9246,139.77794,東武鉄道,伊勢崎線
281,大鳥居,26957,35.552319999999995,139.740225,京浜急行電鉄,空港線
282,天台,3383,35.63147,140.11284,千葉都市モノレール,2号線
283,天王洲アイル,62386,35.621795,139.75089499999999,東京臨海高速鉄道,りんかい線
284,天王町,27547,35.45401,139.60253,相模鉄道,本線
